text,datum,statsminister
"Genom Sveriges nya jobbagenda investerar regeringen i bostäder, infrastruktur, forskning och klimat. Samarbetet ökar för fler och växande företag. Steg tas mot ett Sverige där matchningen på arbetsmarknaden fungerar. Alla både kan – och ska – bidra med sin kraft. ",2015-09-15,Stefan Löfven
I ett Sverige att vara stolt över arbetar alla som kan. Herr talman! De allra flesta av oss bär på minnet av en speciell lärare. ,2015-09-15,Stefan Löfven
En som förklarade det som var svårt och som utmanade dig när du var redo. ,2015-09-15,Stefan Löfven
En som förväntade sig stordåd och som hjälpte dig att nå dit. En som såg dig. ,2015-09-15,Stefan Löfven
"Lärarna är nyckeln för att vända utvecklingen i skolan. Men de klarar det inte själva. Hårt arbete kommer att krävas – av oss som samhälle, av alla elever och föräldrar. Regeringen har tre fokus: att höja kunskapsresultaten, öka jämlikheten och höja läraryrkets attraktivitet. ",2015-09-15,Stefan Löfven
9 ,2015-09-15,Stefan Löfven
Tidiga insatser prioriteras. Barngrupperna i förskolan minskas. Fler anställs i grundskolan så att lärare får mer tid med eleverna och klasserna i lågstadiet kan bli mindre. Fritids stärks. Fler speciallärare anställs. Ett skolutvecklingsprogram där lärare ges grundläggande specialpedagogiska verktyg tas fram. Det har stor betydelse inte minst för barn med neuropsykiatriska funktions- nedsättningar. En räkna-läsa-skriva garanti för de tidiga åren utformas. ,2015-09-15,Stefan Löfven
Resurser till skolan ska fördelas efter behov. Läxhjälp och lovskola ges till den som behöver – inte endast till den som kan betala. Särskilda satsningar görs i skolor med tuffa för- utsättningar. Resurser till kommuner som tar emot asylsökande barn i skolan ökar. Rektorer ska stärkas i sitt pedagogiska ledarskap. ,2015-09-15,Stefan Löfven
Kvaliteten i lärarutbildningen förbättras. Tre miljarder kronor tillförs på årsbasis för att höja lärarlönerna. Den nationella samlingen för läraryrket fortsätter. Digitalisering av de nationella proven och minskad administration ger lärare mer tid för eleverna. ,2015-09-15,Stefan Löfven
"Den psykiska ohälsan ska motverkas. Ingen ska behöva utstå diskriminering, mobbning eller annan kränkande behandling. Det gäller såväl i skolkorridorer, som på nätet. Elever måste må bra för att kunna prestera bra. Rasism och sexism ska bekämpas. Elevhälsan stärks. Sveriges skolor ska vara trygga. ",2015-09-15,Stefan Löfven
I ett Sverige att vara stolt över kommer varje barn till sin rätt. ,2015-09-15,Stefan Löfven
Herr talman! ,2015-09-15,Stefan Löfven
"Mer än 1,1 miljoner kvadratkilometer av Arktis har för- svunnit. Det motsvarar ytan av Sverige, Finland och Norge. Klimatförändringarna är här, de är allvarliga och de påverkar alla – både oss som lever nu och framtida generationer. ",2015-09-15,Stefan Löfven
10 ,2015-09-15,Stefan Löfven
Det går att bromsa klimatförändringarna om vi vill. Jordens temperaturökning måste hållas så långt under två grader som möjligt. Klimathotet är vår tids ödesfråga. De globala utsläppen av växthusgaser måste halveras till 2050. ,2015-09-15,Stefan Löfven
Regeringen vill ta ett klimatkliv som skyndar på omställ- ningen till ett mer hållbart samhälle. Genom att ta ansvar i Sverige för vår klimatpåverkan visar vi ledarskap i världen. Genom att investera i klimatomställningen skapas nya svenska jobb. ,2015-09-15,Stefan Löfven
Sverige ska bli ett av världens första fossilfria välfärdsländer. Utsläppen ska minskas i den takt som behövs för en globalt hållbar utveckling. Omställningen ska vara effektiv och ge långsiktiga spelregler. Tåget ska vara snabbare än bilen och billigare än flyget. Ett klimatpolitiskt ramverk tas fram. ,2015-09-15,Stefan Löfven
Klimatarbetet kräver ett globalt ledarskap. ,2015-09-15,Stefan Löfven
”Vår generation är den första som kan utrota fattigdomen. Och vi är den sista som kan stoppa klimatförändringarna.” ,2015-09-15,Stefan Löfven
Det är FN:s generalsekreterare Ban Ki-moons ord. I slutet av året samlas världens ledare i Paris för att sluta ett nytt klimat- avtal. Sverige driver på för ett så ambitiöst avtal som möjligt. Utvecklingssamarbetet ska bidra till en omställning av fossil- beroende ekonomier. Samtidigt ska fattiga länders motstånds- kraft stödjas genom klimatanpassning. Sverige ska fortsätta vara en av de främsta givarna till FN:s gröna klimatfond. ,2015-09-15,Stefan Löfven
"Sverige ska ta en ledande roll i genomförandet även av FN:s nya globala mål för en hållbar utveckling. Fattigdomsbekämp- ning, miljö- och klimatarbete och fredsbyggande hör ihop. Sverige ska gå före med en samstämmig politik som tar hänsyn till fattiga människors perspektiv, mänskliga rättigheter och ",2015-09-15,Stefan Löfven
11 ,2015-09-15,Stefan Löfven
planetens gränser. Arbetet med att uppnå de nya hållbarhets- målen i Sverige inleds. ,2015-09-15,Stefan Löfven
Sverige ska ha en fossilfri fordonsflotta. ,2015-09-15,Stefan Löfven
Förutsättningarna för miljöbilar förbättras. Nytt stöd införs för elbussar. Investeringar i laddinfrastruktur och biogas möjlig- görs. Supermiljöbilspremien stärks. Miljöskatternas styrande effekt ökar. Ny kollektivtrafik möjliggörs med stadsmiljöavtalen. Satsningar görs för att fler ska cykla. ,2015-09-15,Stefan Löfven
Energiomställningen fortsätter och ett klimatsmart boende stimuleras. Det blocköverskridande samarbetet i Energi- kommissionen är avgörande för att skapa en långsiktig energi- politik. ,2015-09-15,Stefan Löfven
"Investeringar för 100 procent förnybar energi visar vägen. Ambitionerna höjs. Det skapar drivkrafter för tekniktutveckling, för ekonomisk utveckling och jobb i hela Sverige. Målet i elcertifikatsystemet höjs. Arbetet med att stötta havsbaserad vindkraft fortsätter. Upprustning och energieffektivisering av miljonprogrammen genomförs. ",2015-09-15,Stefan Löfven
"Sverige ska gå före på miljöområdet. Planetens gränser ska respekteras. Miljömålen ska nås. Biologisk mångfald, en giftfri vardag och god havsmiljö är prioriterade. ",2015-09-15,Stefan Löfven
Ambitionerna för biologisk mångfald och ekosystemtjänster höjs. Satsningarna på skydd och skötsel av värdefulla natur- områden ökar. Fler naturskogar skyddas. Fler marina reservat inrättas. Förutsättningarna för människor att utöva friluftsliv och vistas i naturen förbättras. Anslaget till frilufts- organisationerna höjs. ,2015-09-15,Stefan Löfven
"Barn ska växa upp i en vardag fri från gifter. Försiktighets- principen, utbyte av farliga ämnen och principen att förorenaren betalar är utgångspunkten. Utfasning av kemikalier som är ",2015-09-15,Stefan Löfven
12 ,2015-09-15,Stefan Löfven
skadliga för människa och miljö skapar drivkrafter för bättre alternativ. När EU:s regelverk inte räcker till går Sverige före. ,2015-09-15,Stefan Löfven
Grunden läggs för en cirkulär och biobaserad ekonomi som bidrar till att miljömålen nås. Det som i dag är avfall blir istället en resurs som driver fram nya affärsmöjligheter. Farliga gifter ska fasas ur kretsloppen. Material ska i högre grad återanvändas. ,2015-09-15,Stefan Löfven
Regeringens framtidsgrupper bidrar med en långsiktig idé- och politikutveckling som förenar konkurrenskraft och jobb- skapande med ekologisk hållbarhet och social utveckling. ,2015-09-15,Stefan Löfven
I ett Sverige att vara stolt över tar vi klimatansvar för kommande generationer. ,2015-09-15,Stefan Löfven
"Herr talman, ärade ledamöter av denna församling! ",2015-09-15,Stefan Löfven
Känner ni Gittan? Hon som i Pija Lindenbaums fantastiska bilderbok gick vilse i skogen och träffade gråvargarna. Det är berättelsen om hur en liten flicka förvärvar stort mod. ,2015-09-15,Stefan Löfven
Få saker är så viktiga och så enkla som att läsa för barnen. Det kan öppna helt nya världar. Skolbibliotekens roll för ungas förmåga och lust till läsning främjas. Resurser tillförs till mer personal på skolbiblioteken. ,2015-09-15,Stefan Löfven
I konsten och kulturen speglas samhället. Den ger oss djupare förståelse för vår samtid och om oss själva. Kulturen ska finnas i människors närhet. Barns kulturskapande prioriteras. Fri entré införs på statliga museer. Resurser tillförs till biografer i gles- bygden. ,2015-09-15,Stefan Löfven
Resurserna till idrottsrörelsen ökar för att ge fler möjlighet att idrotta. Särskilda insatser görs för att stärka idrottsrörelsens roll för nyanländas etablering. ,2015-09-15,Stefan Löfven
13 ,2015-09-15,Stefan Löfven
Samerna har en särskild ställning som Sveriges urfolk. Regeringen avser arbeta med att öka samiskt inflytande och delaktighet. Sametinget förstärks. ,2015-09-15,Stefan Löfven
*** ,2015-09-15,Stefan Löfven
"Sverige ska vara ett tryggt land, där vi håller ihop. Den otrygghet och de hinder som våld, hat och brottslighet innebär måste med kraft bekämpas. ",2015-09-15,Stefan Löfven
Kampen mot den grova organiserade brottsligheten intensifieras. ,2015-09-15,Stefan Löfven
"Tullen har fått i uppdrag att prioritera kampen mot vapen- smuggling. Försök, förberedelse och stämpling till grova vapenbrott ska kriminaliseras. Riktade insatser görs i de mest utsatta områdena. Polisnärvaron ökar lokalt. Nyrekryteringen till kriminella gäng ska minska genom förebyggande arbete. Avhopparverksamheten stärks. ",2015-09-15,Stefan Löfven
Det förebyggande arbetet för att bekämpa våld i nära relationer stärks. Statsbidragen till verksamheter som stödjer våldsutsatta höjs. Sexualbrottslagstiftningen ses över för att stärka brotts- offrens ställning i rättsprocessen. ,2015-09-15,Stefan Löfven
"Terrorism ska förebyggas, försvåras och förhindras. Terror- krigsresor kriminaliseras. Missbruket av pass stoppas. Brotts- bekämpande myndigheter ges mer effektiva verktyg. Säkerhets- polisen får nya resurser. Samverkan mellan polis, tull och kustbevakning stärks. Det civila samhällets beredskap måste öka för att möta nya säkerhetshot. ",2015-09-15,Stefan Löfven
*** ,2015-09-15,Stefan Löfven
"När fördomar sprids och hatet växer, när asylboenden attackeras, när romer misshandlas och läger bränns, när judar, muslimer och kristna angrips för sin tro och när hbtq-personer ",2015-09-15,Stefan Löfven
14 ,2015-09-15,Stefan Löfven
"möts av hat, då ska vi stå upp för alla människors rättigheter och lika värde. Demokratin måste erövras och erövras igen. Vi delar var och en det ansvaret i vardagen. ",2015-09-15,Stefan Löfven
"En nationell plan mot rasism och hatbrott tas fram. Det förebyggande arbetet mot våldsbejakande extremism förstärks. Ett nationellt forskningsprogram om rasism inrättas. Informa- tionssäkerheten stärks och arbetet för att bekämpa brott, kränkningar och hot på internet intensifieras. ",2015-09-15,Stefan Löfven
"I Sverige ska du ha rätt att vara precis den du är. Det ska vara tryggt för alla, oavsett kön, könsöverskridande identitet eller uttryck, etnisk tillhörighet, religion eller annan trosuppfattning, funktionsnedsättning, sexuell läggning och ålder. ",2015-09-15,Stefan Löfven
*** ,2015-09-15,Stefan Löfven
Europa kan inte acceptera antiziganism. Det är varje medlemslands ansvar att säkerställa att medborgarna inte utsätts för diskriminering och att trygga deras sociala rättigheter. All- mosor är inte vägen ur armod. Ingen ska behöva tigga på gatan. Utbildning och jobb är lösningen. ,2015-09-15,Stefan Löfven
Ett avtal för att främja möjligheter till jobb och social trygghet i hemlandet har slutits med Rumänien. Nu förs samtal med Bulgarien för att göra detsamma. Lag och ordning i Sverige ska upprätthållas. Olovliga bosättningar på allmän eller privat mark ska inte tillåtas. Hatbrott ska aldrig accepteras. ,2015-09-15,Stefan Löfven
Herr talman! ,2015-09-15,Stefan Löfven
Sverige i dag är ett samhälle med för stora klyftor. ,2015-09-15,Stefan Löfven
Medellivslängden skiljer fem år mellan den med kort utbildning och den med lång. Äldre far illa när det är för lite ,2015-09-15,Stefan Löfven
15 ,2015-09-15,Stefan Löfven
personal inom äldreomsorgen. Så här ska Sverige inte vara. Otrygghet och klyftor håller Sverige tillbaka. ,2015-09-15,Stefan Löfven
Den generella välfärden är oöverträffad för att jämna ut livsvillkor och skapa trygghet. Nedskärningar ersätts nu med nya investeringar. Våra gemensamma medel ska gå till det de är avsedda för. Personalens kunskap ska tas tillvara. Låt proffsen vara proffs! ,2015-09-15,Stefan Löfven
En kommission för jämlik hälsa har tillsatts. Människors hälsa ska inte avgöras av socioekonomisk status. Målet är att sluta de påverkbara hälsoklyftorna inom en generation. ,2015-09-15,Stefan Löfven
Vården tillförs mer resurser för högre kvalitet. Satsningar genomförs för en bättre cancervård. Mammografi blir avgiftsfri. Förlossningsvården förstärks. Resurser tillförs för att minska den psykiska ohälsan hos unga. En satsning görs på kvinnors hälsa. ,2015-09-15,Stefan Löfven
"Pensionärernas ekonomi förbättras. Pensionärsskatten sänks, som ett steg mot lika beskattning för pension och lön. För pensionärer med lägst inkomster sluts skatteklyftan helt. Bostadstillägget har höjts. Ett investeringsstöd för fler bostäder för äldre införs. Bemanningen i äldreomsorgen ökar. Arbetet med en nationell kvalitetsplan påbörjas. ",2015-09-15,Stefan Löfven
